cycle,range_bin,doppler_bin,output_hex
1265515000,56,29,0225fe0a
1265525000,56,30,003e006d
1265535000,56,31,ffc0ffdc
1267415000,57,0,ff95ffe1
1267425000,57,1,008d005a
1267435000,57,2,0043ff57
1267445000,57,3,fe8901e8
1267455000,57,4,00ecfc46
1267465000,57,5,ff7e029d
1267475000,57,6,0218ff72
1267485000,57,7,fce90235
1267495000,57,8,00adfb9b
1267505000,57,9,01150416
1267515000,57,10,010dff19
1267525000,57,11,ff33fd36
1267535000,57,12,fed2024e
1267545000,57,13,0058001b
1267555000,57,14,0040ff0e
1267565000,57,15,003b0085
1269445000,57,16,ffd5ffa8
1269455000,57,17,008a005f
1269465000,57,18,fe54ff5b
1269475000,57,19,018f0040
1269485000,57,20,007cffbb
1269495000,57,21,ffd2fed8
1269505000,57,22,004a0315
1269515000,57,23,fe6b00af
1269525000,57,24,fff1ff56
1269535000,57,25,0168fd75
1269545000,57,26,fcf400cb
1269555000,57,27,05cbff86
1269565000,57,28,fa2a0297
1269575000,57,29,02b8fd1c
1269585000,57,30,ff42018d
1269595000,57,31,ffffffbb
1271475000,58,0,fff1ffec
1271485000,58,1,ff7300b0
1271495000,58,2,01e8ff64
1271505000,58,3,fdd50126
1271515000,58,4,ffb4fe43
1271525000,58,5,01a6003f
1271535000,58,6,0150016b
1271545000,58,7,fbddfff0
1271555000,58,8,014ffe78
1271565000,58,9,030d01fe
1271575000,58,10,fd46ffd4
1271585000,58,11,0255fdaa
1271595000,58,12,fe800159
1271605000,58,13,ff0effd3
1271615000,58,14,01260015
1271625000,58,15,ffadffc8
1273505000,58,16,003effa5
1273515000,58,17,0035fff1
1273525000,58,18,ff7c00ea
1273535000,58,19,00c4fee3
1273545000,58,20,fffaffed
1273555000,58,21,fea4fdbf
1273565000,58,22,01c105c6
1273575000,58,23,00a1fc06
1273585000,58,24,faf201b3
1273595000,58,25,05d7fc2d
1273605000,58,26,fe5202e0
1273615000,58,27,0180fe43
1273625000,58,28,fec6017f
1273635000,58,29,ff28ffe7
1273645000,58,30,0181fffc
1273655000,58,31,ff13ffe0
1275535000,59,0,ffc0ffff
1275545000,59,1,002e00b6
1275555000,59,2,001cfeb7
1275565000,59,3,fea8014c
1275575000,59,4,0052fee7
1275585000,59,5,015700e3
1275595000,59,6,005900a9
1275605000,59,7,fe66fed8
1275615000,59,8,ffdcff1b
1275625000,59,9,011a030e
1275635000,59,10,ff5afd3f
1275645000,59,11,0182013c
1275655000,59,12,ffb60027
1275665000,59,13,fe05fedd
1275675000,59,14,01850049
1275685000,59,15,ffd4000c
1277565000,59,16,0088ffc2
1277575000,59,17,0098ffd3
1277585000,59,18,fd7601aa
1277595000,59,19,02bbfd44
1277605000,59,20,febc001b
1277615000,59,21,00c00048
1277625000,59,22,00990039
1277635000,59,23,00ad0074
1277645000,59,24,fcb2022e
1277655000,59,25,03bafaaf
1277665000,59,26,fdec031c
1277675000,59,27,01b7ff26
1277685000,59,28,fdce0001
1277695000,59,29,010a0016
1277705000,59,30,0079ffc5
1277715000,59,31,ff2d0042
1279595000,60,0,ffb0ffc6
1279605000,60,1,0097011d
1279615000,60,2,009afe82
1279625000,60,3,fe010203
1279635000,60,4,00e5fd4a
1279645000,60,5,0184022e
1279655000,60,6,ff91ff1c
1279665000,60,7,00460087
1279675000,60,8,fbe2fe72
1279685000,60,9,03fb009f
1279695000,60,10,01760112
1279705000,60,11,fd19ff79
1279715000,60,12,fee5fe82
1279725000,60,13,01da0186
1279735000,60,14,ffcb0064
1279745000,60,15,ffe8ff75
1281625000,60,16,0062ffa5
1281635000,60,17,002500b7
1281645000,60,18,fe5d009f
1281655000,60,19,010ffd9c
1281665000,60,20,013601b1
1281675000,60,21,fbb8fc62
1281685000,60,22,05e604af
1281695000,60,23,fcecfdfa
1281705000,60,24,00280109
1281715000,60,25,0171fdbf
1281725000,60,26,0045001f
1281735000,60,27,fec900ea
1281745000,60,28,ffc801d9
1281755000,60,29,fff2fddc
1281765000,60,30,0068006b
1281775000,60,31,ff74fffc
1283655000,61,0,ff95ffe2
1283665000,61,1,00b1fff2
1283675000,61,2,ff64006a
1283685000,61,3,ff9afebe
1283695000,61,4,01d400b1
1283705000,61,5,fc8900a5
1283715000,61,6,046dff69
1283725000,61,7,fd25fdeb
1283735000,61,8,004f051c
1283745000,61,9,fedbfa5c
1283755000,61,10,030e0292
1283765000,61,11,fd920048
1283775000,61,12,ffc40029
1283785000,61,13,00a3ff99
1283795000,61,14,006d004b
1283805000,61,15,002ffffb
1285685000,61,16,00610066
1285695000,61,17,ff5900e9
1285705000,61,18,002bff1f
1285715000,61,19,ffaa0030
1285725000,61,20,0144ff6e
1285735000,61,21,fc020098
1285745000,61,22,04060002
1285755000,61,23,0032015b
1285765000,61,24,fdfffeea
1285775000,61,25,0183feed
1285785000,61,26,fda500a9
1285795000,61,27,0344002a
1285805000,61,28,fd3400ba
1285815000,61,29,015aff4a
1285825000,61,30,ff1a0156
1285835000,61,31,0000fe8b
1287715000,62,0,ffe0ffb5
1287725000,62,1,ffeb008c
1287735000,62,2,004effb6
1287745000,62,3,ffe8ff5e
1287755000,62,4,ff090058
1287765000,62,5,000b0020
1287775000,62,6,0314001e
1287785000,62,7,fa80feee
1287795000,62,8,0398043f
1287805000,62,9,feedfb66
1287815000,62,10,01ba0274
1287825000,62,11,ffb2fe7c
1287835000,62,12,ff7b0134
1287845000,62,13,fe81ff4e
1287855000,62,14,0230ff78
1287865000,62,15,ff3a0098
1289745000,62,16,0018ff95
1289755000,62,17,ffdb00e0
1289765000,62,18,fe62fe43
1289775000,62,19,03f80169
1289785000,62,20,fe91fdf0
1289795000,62,21,ff3903f3
1289805000,62,22,fec5fe71
1289815000,62,23,026b001d
1289825000,62,24,fd98ffbf
1289835000,62,25,0299fe4a
1289845000,62,26,ff36fff3
1289855000,62,27,ff20023f
1289865000,62,28,fefffd40
1289875000,62,29,024f014b
1289885000,62,30,ff83ff15
1289895000,62,31,000100f3
1291775000,63,0,0050ffef
1291785000,63,1,000efff1
1291795000,63,2,00060141
1291805000,63,3,ffa2fe18
1291815000,63,4,020500c3
1291825000,63,5,fb86fe6f
1291835000,63,6,039a01db
1291845000,63,7,ff2fffd4
1291855000,63,8,fffa02e1
1291865000,63,9,fe24f9cb
1291875000,63,10,035c02db
1291885000,63,11,fece01e8
1291895000,63,12,feedfe69
1291905000,63,13,0004ff91
1291915000,63,14,01500095
1291925000,63,15,ff1dffe8
1293805000,63,16,00820045
1293815000,63,17,ffd0ff97
1293825000,63,18,ff25ffc4
1293835000,63,19,00a6ffc0
1293845000,63,20,ffb0ff0e
1293855000,63,21,ff8a022b
1293865000,63,22,0276ffeb
1293875000,63,23,fed6fe67
1293885000,63,24,fe760175
1293895000,63,25,00aaff6d
1293905000,63,26,006dffe8
1293915000,63,27,ff440068
1293925000,63,28,0060ffd4
1293935000,63,29,ff180105
1293945000,63,30,0070fedd
1293955000,63,31,ff34001d
