input_n,adc_data,bb_i,bb_q,bb_valid_i
2269,33,17142,9858,1
2270,128,17142,9858,1
2271,223,17142,9858,1
2272,70,17128,9873,1
2273,70,17128,9873,1
2274,223,17128,9873,1
2275,128,17128,9873,1
2276,33,17162,9843,1
2277,186,17162,9843,1
2278,186,17162,9843,1
2279,33,17162,9843,1
2280,128,17117,9884,1
2281,223,17117,9884,1
2282,70,17117,9884,1
2283,70,17117,9884,1
2284,223,17141,9868,1
2285,128,17141,9868,1
2286,33,17141,9868,1
2287,186,17141,9868,1
2288,186,17142,9858,1
2289,33,17142,9858,1
2290,128,17142,9858,1
2291,223,17142,9858,1
2292,70,17128,9873,1
2293,70,17128,9873,1
2294,223,17128,9873,1
2295,128,17128,9873,1
2296,33,17162,9843,1
2297,186,17162,9843,1
2298,186,17162,9843,1
2299,33,17162,9843,1
2300,128,17117,9884,1
2301,223,17117,9884,1
2302,70,17117,9884,1
2303,70,17117,9884,1
2304,223,17141,9868,1
2305,128,17141,9868,1
2306,33,17141,9868,1
2307,186,17141,9868,1
2308,186,17142,9858,1
2309,33,17142,9858,1
2310,128,17142,9858,1
2311,223,17142,9858,1
2312,70,17128,9873,1
2313,70,17128,9873,1
2314,223,17128,9873,1
2315,128,17128,9873,1
2316,33,17162,9843,1
2317,186,17162,9843,1
2318,186,17162,9843,1
2319,33,17162,9843,1
2320,128,17117,9884,1
2321,223,17117,9884,1
2322,70,17117,9884,1
2323,70,17117,9884,1
2324,223,17141,9868,1
2325,128,17141,9868,1
2326,33,17141,9868,1
2327,186,17141,9868,1
2328,186,17142,9858,1
2329,33,17142,9858,1
2330,128,17142,9858,1
2331,223,17142,9858,1
2332,70,17128,9873,1
2333,70,17128,9873,1
2334,223,17128,9873,1
2335,128,17128,9873,1
2336,33,17162,9843,1
2337,186,17162,9843,1
2338,186,17162,9843,1
2339,33,17162,9843,1
2340,128,17117,9884,1
2341,223,17117,9884,1
2342,70,17117,9884,1
2343,70,17117,9884,1
2344,223,17141,9868,1
2345,128,17141,9868,1
2346,33,17141,9868,1
2347,186,17141,9868,1
2348,186,17142,9858,1
2349,33,17142,9858,1
2350,128,17142,9858,1
2351,223,17142,9858,1
2352,70,17128,9873,1
2353,70,17128,9873,1
2354,223,17128,9873,1
2355,128,17128,9873,1
2356,33,17162,9843,1
2357,186,17162,9843,1
2358,186,17162,9843,1
2359,33,17162,9843,1
2360,128,17117,9884,1
2361,223,17117,9884,1
2362,70,17117,9884,1
2363,70,17117,9884,1
2364,223,17141,9868,1
2365,128,17141,9868,1
2366,33,17141,9868,1
2367,186,17141,9868,1
2368,186,17142,9858,1
2369,33,17142,9858,1
2370,128,17142,9858,1
2371,223,17142,9858,1
2372,70,17128,9873,1
2373,70,17128,9873,1
2374,223,17128,9873,1
2375,128,17128,9873,1
2376,33,17162,9843,1
2377,186,17162,9843,1
2378,186,17162,9843,1
2379,33,17162,9843,1
2380,128,17117,9884,1
2381,223,17117,9884,1
2382,70,17117,9884,1
2383,70,17117,9884,1
2384,223,17141,9868,1
2385,128,17141,9868,1
2386,33,17141,9868,1
2387,186,17141,9868,1
2388,186,17142,9858,1
2389,33,17142,9858,1
2390,128,17142,9858,1
2391,223,17142,9858,1
2392,70,17128,9873,1
2393,70,17128,9873,1
2394,223,17128,9873,1
2395,128,17128,9873,1
2396,33,17162,9843,1
2397,186,17162,9843,1
2398,186,17162,9843,1
2399,33,17162,9843,1
2400,128,17117,9884,1
2401,223,17117,9884,1
2402,70,17117,9884,1
2403,70,17117,9884,1
2404,223,17141,9868,1
2405,128,17141,9868,1
2406,33,17141,9868,1
2407,186,17141,9868,1
2408,186,17142,9858,1
2409,33,17142,9858,1
2410,128,17142,9858,1
2411,223,17142,9858,1
2412,70,17128,9873,1
2413,70,17128,9873,1
2414,223,17128,9873,1
2415,128,17128,9873,1
2416,33,17162,9843,1
2417,186,17162,9843,1
2418,186,17162,9843,1
2419,33,17162,9843,1
2420,128,17117,9884,1
2421,223,17117,9884,1
2422,70,17117,9884,1
2423,70,17117,9884,1
2424,223,17141,9868,1
2425,128,17141,9868,1
2426,33,17141,9868,1
2427,186,17141,9868,1
2428,186,17142,9858,1
2429,33,17142,9858,1
2430,128,17142,9858,1
2431,223,17142,9858,1
2432,70,17128,9873,1
2433,70,17128,9873,1
2434,223,17128,9873,1
2435,128,17128,9873,1
2436,33,17162,9843,1
2437,186,17162,9843,1
2438,186,17162,9843,1
2439,33,17162,9843,1
2440,128,17117,9884,1
2441,223,17117,9884,1
2442,70,17117,9884,1
2443,70,17117,9884,1
2444,223,17141,9868,1
2445,128,17141,9868,1
2446,33,17141,9868,1
2447,186,17141,9868,1
2448,186,17142,9858,1
2449,33,17142,9858,1
2450,128,17142,9858,1
2451,223,17142,9858,1
2452,70,17128,9873,1
2453,70,17128,9873,1
2454,223,17128,9873,1
2455,128,17128,9873,1
2456,33,17162,9843,1
2457,186,17162,9843,1
2458,186,17162,9843,1
2459,33,17162,9843,1
2460,128,17117,9884,1
2461,223,17117,9884,1
2462,70,17117,9884,1
2463,70,17117,9884,1
2464,223,17141,9868,1
2465,128,17141,9868,1
2466,33,17141,9868,1
2467,186,17141,9868,1
2468,186,17142,9858,1
2469,33,17142,9858,1
2470,128,17142,9858,1
2471,223,17142,9858,1
2472,70,17128,9873,1
2473,70,17128,9873,1
2474,223,17128,9873,1
2475,128,17128,9873,1
2476,33,17162,9843,1
2477,186,17162,9843,1
2478,186,17162,9843,1
2479,33,17162,9843,1
2480,128,17117,9884,1
2481,223,17117,9884,1
2482,70,17117,9884,1
2483,70,17117,9884,1
2484,223,17141,9868,1
2485,128,17141,9868,1
2486,33,17141,9868,1
2487,186,17141,9868,1
2488,186,17142,9858,1
2489,33,17142,9858,1
2490,128,17142,9858,1
2491,223,17142,9858,1
2492,70,17128,9873,1
2493,70,17128,9873,1
2494,223,17128,9873,1
2495,128,17128,9873,1
2496,33,17162,9843,1
2497,186,17162,9843,1
2498,186,17162,9843,1
2499,33,17162,9843,1
2500,128,17117,9884,1
2501,223,17117,9884,1
2502,70,17117,9884,1
2503,70,17117,9884,1
2504,223,17141,9868,1
2505,128,17141,9868,1
2506,33,17141,9868,1
2507,186,17141,9868,1
2508,186,17142,9858,1
2509,33,17142,9858,1
2510,128,17142,9858,1
2511,223,17142,9858,1
2512,70,17128,9873,1
2513,70,17128,9873,1
2514,223,17128,9873,1
2515,128,17128,9873,1
2516,33,17162,9843,1
2517,186,17162,9843,1
2518,186,17162,9843,1
2519,33,17162,9843,1
2520,128,17117,9884,1
2521,223,17117,9884,1
2522,70,17117,9884,1
2523,70,17117,9884,1
2524,223,17141,9868,1
2525,128,17141,9868,1
2526,33,17141,9868,1
2527,186,17141,9868,1
2528,186,17142,9858,1
2529,33,17142,9858,1
2530,128,17142,9858,1
2531,223,17142,9858,1
2532,70,17128,9873,1
2533,70,17128,9873,1
2534,223,17128,9873,1
2535,128,17128,9873,1
2536,33,17162,9843,1
2537,186,17162,9843,1
2538,186,17162,9843,1
2539,33,17162,9843,1
2540,128,17117,9884,1
2541,223,17117,9884,1
2542,70,17117,9884,1
2543,70,17117,9884,1
2544,223,17141,9868,1
2545,128,17141,9868,1
2546,33,17141,9868,1
2547,186,17141,9868,1
2548,186,17142,9858,1
2549,33,17142,9858,1
2550,128,17142,9858,1
2551,223,17142,9858,1
2552,70,17128,9873,1
2553,70,17128,9873,1
2554,223,17128,9873,1
2555,128,17128,9873,1
2556,33,17162,9843,1
2557,186,17162,9843,1
2558,186,17162,9843,1
2559,33,17162,9843,1
2560,128,17117,9884,1
2561,223,17117,9884,1
2562,70,17117,9884,1
2563,70,17117,9884,1
2564,223,17141,9868,1
2565,128,17141,9868,1
2566,33,17141,9868,1
2567,186,17141,9868,1
2568,186,17142,9858,1
2569,33,17142,9858,1
2570,128,17142,9858,1
2571,223,17142,9858,1
2572,70,17128,9873,1
2573,70,17128,9873,1
2574,223,17128,9873,1
2575,128,17128,9873,1
2576,33,17162,9843,1
2577,186,17162,9843,1
2578,186,17162,9843,1
2579,33,17162,9843,1
2580,128,17117,9884,1
2581,223,17117,9884,1
2582,70,17117,9884,1
2583,70,17117,9884,1
2584,223,17141,9868,1
2585,128,17141,9868,1
2586,33,17141,9868,1
2587,186,17141,9868,1
2588,186,17142,9858,1
2589,33,17142,9858,1
2590,128,17142,9858,1
2591,223,17142,9858,1
2592,70,17128,9873,1
2593,70,17128,9873,1
2594,223,17128,9873,1
2595,128,17128,9873,1
2596,33,17162,9843,1
2597,186,17162,9843,1
2598,186,17162,9843,1
2599,33,17162,9843,1
2600,128,17117,9884,1
2601,223,17117,9884,1
2602,70,17117,9884,1
2603,70,17117,9884,1
2604,223,17141,9868,1
2605,128,17141,9868,1
2606,33,17141,9868,1
2607,186,17141,9868,1
2608,186,17142,9858,1
2609,33,17142,9858,1
2610,128,17142,9858,1
2611,223,17142,9858,1
2612,70,17128,9873,1
2613,70,17128,9873,1
2614,223,17128,9873,1
2615,128,17128,9873,1
2616,33,17162,9843,1
2617,186,17162,9843,1
2618,186,17162,9843,1
2619,33,17162,9843,1
2620,128,17117,9884,1
2621,223,17117,9884,1
2622,70,17117,9884,1
2623,70,17117,9884,1
2624,223,17141,9868,1
2625,128,17141,9868,1
2626,33,17141,9868,1
2627,186,17141,9868,1
2628,186,17142,9858,1
2629,33,17142,9858,1
2630,128,17142,9858,1
2631,223,17142,9858,1
2632,70,17128,9873,1
2633,70,17128,9873,1
2634,223,17128,9873,1
2635,128,17128,9873,1
2636,33,17162,9843,1
2637,186,17162,9843,1
2638,186,17162,9843,1
2639,33,17162,9843,1
2640,128,17117,9884,1
2641,223,17117,9884,1
2642,70,17117,9884,1
2643,70,17117,9884,1
2644,223,17141,9868,1
2645,128,17141,9868,1
2646,33,17141,9868,1
2647,186,17141,9868,1
2648,186,17142,9858,1
2649,33,17142,9858,1
2650,128,17142,9858,1
2651,223,17142,9858,1
2652,70,17128,9873,1
2653,70,17128,9873,1
2654,223,17128,9873,1
2655,128,17128,9873,1
2656,33,17162,9843,1
2657,186,17162,9843,1
2658,186,17162,9843,1
2659,33,17162,9843,1
2660,128,17117,9884,1
2661,223,17117,9884,1
2662,70,17117,9884,1
2663,70,17117,9884,1
2664,223,17141,9868,1
2665,128,17141,9868,1
2666,33,17141,9868,1
2667,186,17141,9868,1
2668,186,17142,9858,1
2669,33,17142,9858,1
2670,128,17142,9858,1
2671,223,17142,9858,1
2672,70,17128,9873,1
2673,70,17128,9873,1
2674,223,17128,9873,1
2675,128,17128,9873,1
2676,33,17162,9843,1
2677,186,17162,9843,1
2678,186,17162,9843,1
2679,33,17162,9843,1
2680,128,17117,9884,1
2681,223,17117,9884,1
2682,70,17117,9884,1
2683,70,17117,9884,1
2684,223,17141,9868,1
2685,128,17141,9868,1
2686,33,17141,9868,1
2687,186,17141,9868,1
2688,186,17142,9858,1
2689,33,17142,9858,1
2690,128,17142,9858,1
2691,223,17142,9858,1
2692,70,17128,9873,1
2693,70,17128,9873,1
2694,223,17128,9873,1
2695,128,17128,9873,1
2696,33,17162,9843,1
2697,186,17162,9843,1
2698,186,17162,9843,1
2699,33,17162,9843,1
2700,128,17117,9884,1
2701,223,17117,9884,1
2702,70,17117,9884,1
2703,70,17117,9884,1
2704,223,17141,9868,1
2705,128,17141,9868,1
2706,33,17141,9868,1
2707,186,17141,9868,1
2708,186,17142,9858,1
2709,33,17142,9858,1
2710,128,17142,9858,1
2711,223,17142,9858,1
2712,70,17128,9873,1
2713,70,17128,9873,1
2714,223,17128,9873,1
2715,128,17128,9873,1
2716,33,17162,9843,1
2717,186,17162,9843,1
2718,186,17162,9843,1
2719,33,17162,9843,1
2720,128,17117,9884,1
2721,223,17117,9884,1
2722,70,17117,9884,1
2723,70,17117,9884,1
2724,223,17141,9868,1
2725,128,17141,9868,1
2726,33,17141,9868,1
2727,186,17141,9868,1
2728,186,17142,9858,1
2729,33,17142,9858,1
2730,128,17142,9858,1
2731,223,17142,9858,1
2732,70,17128,9873,1
2733,70,17128,9873,1
2734,223,17128,9873,1
2735,128,17128,9873,1
2736,33,17162,9843,1
2737,186,17162,9843,1
2738,186,17162,9843,1
2739,33,17162,9843,1
2740,128,17117,9884,1
2741,223,17117,9884,1
2742,70,17117,9884,1
2743,70,17117,9884,1
2744,223,17141,9868,1
2745,128,17141,9868,1
2746,33,17141,9868,1
2747,186,17141,9868,1
2748,186,17142,9858,1
2749,33,17142,9858,1
2750,128,17142,9858,1
2751,223,17142,9858,1
2752,70,17128,9873,1
2753,70,17128,9873,1
2754,223,17128,9873,1
2755,128,17128,9873,1
2756,33,17162,9843,1
2757,186,17162,9843,1
2758,186,17162,9843,1
2759,33,17162,9843,1
2760,128,17117,9884,1
2761,223,17117,9884,1
2762,70,17117,9884,1
2763,70,17117,9884,1
2764,223,17141,9868,1
2765,128,17141,9868,1
2766,33,17141,9868,1
2767,186,17141,9868,1
2768,186,17142,9858,1
2769,33,17142,9858,1
2770,128,17142,9858,1
2771,223,17142,9858,1
2772,70,17128,9873,1
2773,70,17128,9873,1
2774,223,17128,9873,1
2775,128,17128,9873,1
2776,33,17162,9843,1
2777,186,17162,9843,1
2778,186,17162,9843,1
2779,33,17162,9843,1
2780,128,17117,9884,1
2781,223,17117,9884,1
2782,70,17117,9884,1
2783,70,17117,9884,1
2784,223,17141,9868,1
2785,128,17141,9868,1
2786,33,17141,9868,1
2787,186,17141,9868,1
2788,186,17142,9858,1
2789,33,17142,9858,1
2790,128,17142,9858,1
2791,223,17142,9858,1
2792,70,17128,9873,1
2793,70,17128,9873,1
2794,223,17128,9873,1
2795,128,17128,9873,1
2796,33,17162,9843,1
2797,186,17162,9843,1
2798,186,17162,9843,1
2799,33,17162,9843,1
2800,128,17117,9884,1
2801,223,17117,9884,1
2802,70,17117,9884,1
2803,70,17117,9884,1
2804,223,17141,9868,1
2805,128,17141,9868,1
2806,33,17141,9868,1
2807,186,17141,9868,1
2808,186,17142,9858,1
2809,33,17142,9858,1
2810,128,17142,9858,1
2811,223,17142,9858,1
2812,70,17128,9873,1
2813,70,17128,9873,1
2814,223,17128,9873,1
2815,128,17128,9873,1
2816,33,17162,9843,1
2817,186,17162,9843,1
2818,186,17162,9843,1
2819,33,17162,9843,1
2820,128,17117,9884,1
2821,223,17117,9884,1
2822,70,17117,9884,1
2823,70,17117,9884,1
2824,223,17141,9868,1
2825,128,17141,9868,1
2826,33,17141,9868,1
2827,186,17141,9868,1
2828,186,17142,9858,1
2829,33,17142,9858,1
2830,128,17142,9858,1
2831,223,17142,9858,1
2832,70,17128,9873,1
2833,70,17128,9873,1
2834,223,17128,9873,1
2835,128,17128,9873,1
2836,33,17162,9843,1
2837,186,17162,9843,1
2838,186,17162,9843,1
2839,33,17162,9843,1
2840,128,17117,9884,1
2841,223,17117,9884,1
2842,70,17117,9884,1
2843,70,17117,9884,1
2844,223,17141,9868,1
2845,128,17141,9868,1
2846,33,17141,9868,1
2847,186,17141,9868,1
2848,186,17142,9858,1
2849,33,17142,9858,1
2850,128,17142,9858,1
2851,223,17142,9858,1
2852,70,17128,9873,1
2853,70,17128,9873,1
2854,223,17128,9873,1
2855,128,17128,9873,1
2856,33,17162,9843,1
2857,186,17162,9843,1
2858,186,17162,9843,1
2859,33,17162,9843,1
2860,128,17117,9884,1
2861,223,17117,9884,1
2862,70,17117,9884,1
2863,70,17117,9884,1
2864,223,17141,9868,1
2865,128,17141,9868,1
2866,33,17141,9868,1
2867,186,17141,9868,1
2868,186,17142,9858,1
2869,33,17142,9858,1
2870,128,17142,9858,1
2871,223,17142,9858,1
2872,70,17128,9873,1
2873,70,17128,9873,1
2874,223,17128,9873,1
2875,128,17128,9873,1
2876,33,17162,9843,1
2877,186,17162,9843,1
2878,186,17162,9843,1
2879,33,17162,9843,1
2880,128,17117,9884,1
2881,223,17117,9884,1
2882,70,17117,9884,1
2883,70,17117,9884,1
2884,223,17141,9868,1
2885,128,17141,9868,1
2886,33,17141,9868,1
2887,186,17141,9868,1
2888,186,17142,9858,1
2889,33,17142,9858,1
2890,128,17142,9858,1
2891,223,17142,9858,1
2892,70,17128,9873,1
2893,70,17128,9873,1
2894,223,17128,9873,1
2895,128,17128,9873,1
2896,33,17162,9843,1
2897,186,17162,9843,1
2898,186,17162,9843,1
2899,33,17162,9843,1
2900,128,17117,9884,1
2901,223,17117,9884,1
2902,70,17117,9884,1
2903,70,17117,9884,1
2904,223,17141,9868,1
2905,128,17141,9868,1
2906,33,17141,9868,1
2907,186,17141,9868,1
2908,186,17142,9858,1
2909,33,17142,9858,1
2910,128,17142,9858,1
2911,223,17142,9858,1
2912,70,17128,9873,1
2913,70,17128,9873,1
2914,223,17128,9873,1
2915,128,17128,9873,1
2916,33,17162,9843,1
2917,186,17162,9843,1
2918,186,17162,9843,1
2919,33,17162,9843,1
2920,128,17117,9884,1
2921,223,17117,9884,1
2922,70,17117,9884,1
2923,70,17117,9884,1
2924,223,17141,9868,1
2925,128,17141,9868,1
2926,33,17141,9868,1
2927,186,17141,9868,1
2928,186,17142,9858,1
2929,33,17142,9858,1
2930,128,17142,9858,1
2931,223,17142,9858,1
2932,70,17128,9873,1
2933,70,17128,9873,1
2934,223,17128,9873,1
2935,128,17128,9873,1
2936,33,17162,9843,1
2937,186,17162,9843,1
2938,186,17162,9843,1
2939,33,17162,9843,1
2940,128,17117,9884,1
2941,223,17117,9884,1
2942,70,17117,9884,1
2943,70,17117,9884,1
2944,223,17141,9868,1
2945,128,17141,9868,1
2946,33,17141,9868,1
2947,186,17141,9868,1
2948,186,17142,9858,1
2949,33,17142,9858,1
2950,128,17142,9858,1
2951,223,17142,9858,1
2952,70,17128,9873,1
2953,70,17128,9873,1
2954,223,17128,9873,1
2955,128,17128,9873,1
2956,33,17162,9843,1
2957,186,17162,9843,1
2958,186,17162,9843,1
2959,33,17162,9843,1
2960,128,17117,9884,1
2961,223,17117,9884,1
2962,70,17117,9884,1
2963,70,17117,9884,1
2964,223,17141,9868,1
2965,128,17141,9868,1
2966,33,17141,9868,1
2967,186,17141,9868,1
2968,186,17142,9858,1
2969,33,17142,9858,1
2970,128,17142,9858,1
2971,223,17142,9858,1
2972,70,17128,9873,1
2973,70,17128,9873,1
2974,223,17128,9873,1
2975,128,17128,9873,1
2976,33,17162,9843,1
2977,186,17162,9843,1
2978,186,17162,9843,1
2979,33,17162,9843,1
2980,128,17117,9884,1
2981,223,17117,9884,1
2982,70,17117,9884,1
2983,70,17117,9884,1
2984,223,17141,9868,1
2985,128,17141,9868,1
2986,33,17141,9868,1
2987,186,17141,9868,1
2988,186,17142,9858,1
2989,33,17142,9858,1
2990,128,17142,9858,1
2991,223,17142,9858,1
2992,70,17128,9873,1
2993,70,17128,9873,1
2994,223,17128,9873,1
2995,128,17128,9873,1
2996,33,17162,9843,1
2997,186,17162,9843,1
2998,186,17162,9843,1
2999,33,17162,9843,1
3000,128,17117,9884,1
3001,223,17117,9884,1
3002,70,17117,9884,1
3003,70,17117,9884,1
3004,223,17141,9868,1
3005,128,17141,9868,1
3006,33,17141,9868,1
3007,186,17141,9868,1
3008,186,17142,9858,1
3009,33,17142,9858,1
3010,128,17142,9858,1
3011,223,17142,9858,1
3012,70,17128,9873,1
3013,70,17128,9873,1
3014,223,17128,9873,1
3015,128,17128,9873,1
3016,33,17162,9843,1
3017,186,17162,9843,1
3018,186,17162,9843,1
3019,33,17162,9843,1
3020,128,17117,9884,1
3021,223,17117,9884,1
3022,70,17117,9884,1
3023,70,17117,9884,1
3024,223,17141,9868,1
3025,128,17141,9868,1
3026,33,17141,9868,1
3027,186,17141,9868,1
3028,186,17142,9858,1
3029,33,17142,9858,1
3030,128,17142,9858,1
3031,223,17142,9858,1
3032,70,17128,9873,1
3033,70,17128,9873,1
3034,223,17128,9873,1
3035,128,17128,9873,1
3036,33,17162,9843,1
3037,186,17162,9843,1
3038,186,17162,9843,1
3039,33,17162,9843,1
3040,128,17117,9884,1
3041,223,17117,9884,1
3042,70,17117,9884,1
3043,70,17117,9884,1
3044,223,17141,9868,1
3045,128,17141,9868,1
3046,33,17141,9868,1
3047,186,17141,9868,1
3048,186,17142,9858,1
3049,33,17142,9858,1
3050,128,17142,9858,1
3051,223,17142,9858,1
3052,70,17128,9873,1
3053,70,17128,9873,1
3054,223,17128,9873,1
3055,128,17128,9873,1
3056,33,17162,9843,1
3057,186,17162,9843,1
3058,186,17162,9843,1
3059,33,17162,9843,1
3060,128,17117,9884,1
3061,223,17117,9884,1
3062,70,17117,9884,1
3063,70,17117,9884,1
3064,223,17141,9868,1
3065,128,17141,9868,1
3066,33,17141,9868,1
3067,186,17141,9868,1
3068,186,17142,9858,1
3069,33,17142,9858,1
3070,128,17142,9858,1
3071,223,17142,9858,1
3072,70,17128,9873,1
3073,70,17128,9873,1
3074,223,17128,9873,1
3075,128,17128,9873,1
3076,33,17162,9843,1
3077,186,17162,9843,1
3078,186,17162,9843,1
3079,33,17162,9843,1
3080,128,17117,9884,1
3081,223,17117,9884,1
3082,70,17117,9884,1
3083,70,17117,9884,1
3084,223,17141,9868,1
3085,128,17141,9868,1
3086,33,17141,9868,1
3087,186,17141,9868,1
3088,186,17142,9858,1
3089,33,17142,9858,1
3090,128,17142,9858,1
3091,223,17142,9858,1
3092,70,17128,9873,1
3093,70,17128,9873,1
3094,223,17128,9873,1
3095,128,17128,9873,1
3096,33,17162,9843,1
3097,186,17162,9843,1
3098,186,17162,9843,1
3099,33,17162,9843,1
3100,128,17117,9884,1
3101,223,17117,9884,1
3102,70,17117,9884,1
3103,70,17117,9884,1
3104,223,17141,9868,1
3105,128,17141,9868,1
3106,33,17141,9868,1
3107,186,17141,9868,1
3108,186,17142,9858,1
3109,33,17142,9858,1
3110,128,17142,9858,1
3111,223,17142,9858,1
3112,70,17128,9873,1
3113,70,17128,9873,1
3114,223,17128,9873,1
3115,128,17128,9873,1
3116,33,17162,9843,1
3117,186,17162,9843,1
3118,186,17162,9843,1
3119,33,17162,9843,1
3120,128,17117,9884,1
3121,223,17117,9884,1
3122,70,17117,9884,1
3123,70,17117,9884,1
3124,223,17141,9868,1
3125,128,17141,9868,1
3126,33,17141,9868,1
3127,186,17141,9868,1
3128,186,17142,9858,1
3129,33,17142,9858,1
3130,128,17142,9858,1
3131,223,17142,9858,1
3132,70,17128,9873,1
3133,70,17128,9873,1
3134,223,17128,9873,1
3135,128,17128,9873,1
3136,33,17162,9843,1
3137,186,17162,9843,1
3138,186,17162,9843,1
3139,33,17162,9843,1
3140,128,17117,9884,1
3141,223,17117,9884,1
3142,70,17117,9884,1
3143,70,17117,9884,1
3144,223,17141,9868,1
3145,128,17141,9868,1
3146,33,17141,9868,1
3147,186,17141,9868,1
3148,186,17142,9858,1
3149,33,17142,9858,1
3150,128,17142,9858,1
3151,223,17142,9858,1
3152,70,17128,9873,1
3153,70,17128,9873,1
3154,223,17128,9873,1
3155,128,17128,9873,1
3156,33,17162,9843,1
3157,186,17162,9843,1
3158,186,17162,9843,1
3159,33,17162,9843,1
3160,128,17117,9884,1
3161,223,17117,9884,1
3162,70,17117,9884,1
3163,70,17117,9884,1
3164,223,17141,9868,1
3165,128,17141,9868,1
3166,33,17141,9868,1
3167,186,17141,9868,1
3168,186,17142,9858,1
3169,33,17142,9858,1
3170,128,17142,9858,1
3171,223,17142,9858,1
3172,70,17128,9873,1
3173,70,17128,9873,1
3174,223,17128,9873,1
3175,128,17128,9873,1
3176,33,17162,9843,1
3177,186,17162,9843,1
3178,186,17162,9843,1
3179,33,17162,9843,1
3180,128,17117,9884,1
3181,223,17117,9884,1
3182,70,17117,9884,1
3183,70,17117,9884,1
3184,223,17141,9868,1
3185,128,17141,9868,1
3186,33,17141,9868,1
3187,186,17141,9868,1
3188,186,17142,9858,1
3189,33,17142,9858,1
3190,128,17142,9858,1
3191,223,17142,9858,1
3192,70,17128,9873,1
3193,70,17128,9873,1
3194,223,17128,9873,1
3195,128,17128,9873,1
3196,33,17162,9843,1
3197,186,17162,9843,1
3198,186,17162,9843,1
3199,33,17162,9843,1
3200,128,17117,9884,1
3201,223,17117,9884,1
3202,70,17117,9884,1
3203,70,17117,9884,1
3204,223,17141,9868,1
3205,128,17141,9868,1
3206,33,17141,9868,1
3207,186,17141,9868,1
3208,186,17142,9858,1
3209,33,17142,9858,1
3210,128,17142,9858,1
3211,223,17142,9858,1
3212,70,17128,9873,1
3213,70,17128,9873,1
3214,223,17128,9873,1
3215,128,17128,9873,1
3216,33,17162,9843,1
3217,186,17162,9843,1
3218,186,17162,9843,1
3219,33,17162,9843,1
3220,128,17117,9884,1
3221,223,17117,9884,1
3222,70,17117,9884,1
3223,70,17117,9884,1
3224,223,17141,9868,1
3225,128,17141,9868,1
3226,33,17141,9868,1
3227,186,17141,9868,1
3228,186,17142,9858,1
3229,33,17142,9858,1
3230,128,17142,9858,1
3231,223,17142,9858,1
3232,70,17128,9873,1
3233,70,17128,9873,1
3234,223,17128,9873,1
3235,128,17128,9873,1
3236,33,17162,9843,1
3237,186,17162,9843,1
3238,186,17162,9843,1
3239,33,17162,9843,1
3240,128,17117,9884,1
3241,223,17117,9884,1
3242,70,17117,9884,1
3243,70,17117,9884,1
3244,223,17141,9868,1
3245,128,17141,9868,1
3246,33,17141,9868,1
3247,186,17141,9868,1
3248,186,17142,9858,1
3249,33,17142,9858,1
3250,128,17142,9858,1
3251,223,17142,9858,1
3252,70,17128,9873,1
3253,70,17128,9873,1
3254,223,17128,9873,1
3255,128,17128,9873,1
3256,33,17162,9843,1
3257,186,17162,9843,1
3258,186,17162,9843,1
3259,33,17162,9843,1
3260,128,17117,9884,1
3261,223,17117,9884,1
3262,70,17117,9884,1
3263,70,17117,9884,1
3264,223,17141,9868,1
3265,128,17141,9868,1
3266,33,17141,9868,1
3267,186,17141,9868,1
3268,186,17142,9858,1
3269,33,17142,9858,1
3270,128,17142,9858,1
3271,223,17142,9858,1
3272,70,17128,9873,1
3273,70,17128,9873,1
3274,223,17128,9873,1
3275,128,17128,9873,1
3276,33,17162,9843,1
3277,186,17162,9843,1
3278,186,17162,9843,1
3279,33,17162,9843,1
3280,128,17117,9884,1
3281,223,17117,9884,1
3282,70,17117,9884,1
3283,70,17117,9884,1
3284,223,17141,9868,1
3285,128,17141,9868,1
3286,33,17141,9868,1
3287,186,17141,9868,1
3288,186,17142,9858,1
3289,33,17142,9858,1
3290,128,17142,9858,1
3291,223,17142,9858,1
3292,70,17128,9873,1
3293,70,17128,9873,1
3294,223,17128,9873,1
3295,128,17128,9873,1
3296,33,17162,9843,1
3297,186,17162,9843,1
3298,186,17162,9843,1
3299,33,17162,9843,1
3300,128,17117,9884,1
3301,223,17117,9884,1
3302,70,17117,9884,1
3303,70,17117,9884,1
3304,223,17141,9868,1
3305,128,17141,9868,1
3306,33,17141,9868,1
3307,186,17141,9868,1
3308,186,17142,9858,1
3309,33,17142,9858,1
3310,128,17142,9858,1
3311,223,17142,9858,1
3312,70,17128,9873,1
3313,70,17128,9873,1
3314,223,17128,9873,1
3315,128,17128,9873,1
3316,33,17162,9843,1
3317,186,17162,9843,1
3318,186,17162,9843,1
3319,33,17162,9843,1
3320,128,17117,9884,1
3321,223,17117,9884,1
3322,70,17117,9884,1
3323,70,17117,9884,1
3324,223,17141,9868,1
3325,128,17141,9868,1
3326,33,17141,9868,1
3327,186,17141,9868,1
3328,186,17142,9858,1
3329,33,17142,9858,1
3330,128,17142,9858,1
3331,223,17142,9858,1
3332,70,17128,9873,1
3333,70,17128,9873,1
3334,223,17128,9873,1
3335,128,17128,9873,1
3336,33,17162,9843,1
3337,186,17162,9843,1
3338,186,17162,9843,1
3339,33,17162,9843,1
3340,128,17117,9884,1
3341,223,17117,9884,1
3342,70,17117,9884,1
